brand_id,,model,,category_id,,description,,price
1,,Vapour Hyperlite,,4,,The Vapor Hyperlite glove is a stick handler’s ultimate control tool. Providing the lightest elite level protection, its dual density foam package with energy absorbing DC Tech foam combines with a molded SHOCKLite foam backhand pad to provide a 25% protection increase over the previous generation. The new DURA-Connekt palm enhances stick feel while improving durability by 30%. The feel and comfort of the Vapor line shines with the Nanosense liner in the fingers and THERMO Core ZERO liner in the palms to keep your hands feeling fresh all game.,,249.99
2,,Catalyst,,4,,New for 2023, our CATALYST 9X3 glove offers a similar construction as our 2022 model with updated features throughout, including air mesh inner liner, premium TPU embellishments, as well as AX suede palms, overlay, and gussets.,,229.99
3,,Jetspeed FTW,,4,,The CCM Jetpseed FTW gloves are designed with an adapted fi t, optimized for women’s hand proportions, ensuring incredible comfort, close-to-the-hand fit, and elite-level protection. Combining CCM’s Aer-Tec Ventilation System that provides ultimate breathability with the Jetspeed FTW glove’s all new fit, you’ll be ready to dangle in and out of any situation.,,199.99
4,,Alpha LX2,,4,,The LX2 Pro gloves combine a Hybrid Taper Fit for mobility and protection, a Pro Cuff for enhanced range of motion and wrist safety, a Buttersoft Feel for game-ready comfort, TRI-LAM with Space Shield for top-tier impact protection, a Pro Palm X for superior grip and durability, and a WARTECH FNC liner to keep you dry and odor-free.,,269.99
5,,Code Encrypt,,4,,Unleash your full potential with the cutting-edge CODE Encrypt Pro gloves. Featuring a high-grade AX suede synthetic palm, these gloves are game-ready right out of the box. Enjoy outstanding moisture control and an incredibly soft touch, all while maintaining palm durability. The E-Lite Pro Shield, incorporating a multi-laminate protection system and a 3D molded deflection plate, offers exceptional protection without adding unnecessary weight. Plus, the soft mesh lining is infused with Microban® antimicrobial coating to combat odor-causing bacteria, ensuring your gloves stay fresh. With meticulous craftsmanship, the ENCRYPT PRO gloves deliver unmatched comfort and protection, elevating your game and enhancing your playmaking abilities.,,219.99
