brand_id,,model,,category_id,,description,,price
1,,Supreme Mach,,1,,Welcome to the next generation of power. Engineered for the most powerful elite level athletes in the game, the new SUPREME MACH is designed to boost your stride length and maximize your top end speed. Its 3D lasted 12K Carbon Curv composite boot with a unibody sole stiffens the lower portion of the boot – helping you get the most energy out of every push. The new AMP FLEX facing and reflex tendon work together to provide even more flex so you gain a more powerful stride to attack the puck stronger. Experience power on a whole new level with the most advanced Supreme skate ever designed.,,1249.99
2,,Catalyst,,1,,The CATALYST 9X4 Player Skate is designed for elite-level players seeking the best in performance, speed, and agility. Featuring TRUE’s patented NEUROFIT+ one-piece carbon fiber shell, the CATALYST 9X4 Player Skate offers pro-level performance in a game-ready package. New for 2024, the redesigned side panel offers increased abrasion resistance while an improved carbon layering throughout the shell offers better durability and improved skate longevity.,,1087.99
3,,Tacks XF 652,,1,,Our most advanced high-performance skate just got even better for those seeking unparalleled performance. Inspired by the iconic design of the orignal CCM 652 skate, these TACKS 652 PRO skates are sure to bring out your inner legend. Built with the new One-Piece Boot POWER featuring innovative FORS composite, the TACKS 652 is engineered to be lighter, more responsive, and more durable, while maintaining the same pro-level stiffness. Equipped with best-in-class STEP Blacksteel and our new Game Ready Fit for performance that never felt so good. Crafted with the construction of the TACKS XF PRO, and designed to celebrate 125 years of hockey heroes, these might be the only skates you'll never want to take off.,,1299.99
1,,Vapour Hyperlite 2,,1,,25 years of cutting-edge innovations have led us to the best and highest performing VAPOR skate we’ve ever created. The HYPERLITE 2 skate is built for pro-level and pro-aspiring players looking for maximum quickness and unrivaled agility. With over a decade of research and development behind it, this skate features the revolutionary Powerfly Holder – specifically engineered to flex and respond to all skating situations – increasing take-off acceleration and side to side transitions, leaving opposing players in the dust in every in-game scenario.,,1199.99
2,,Hzrdus 9X,,1,,Designed with a carbon fiber one-piece shell, our all-new HZRDUS 9X player skate features a stiffer shell design for better response, power, and stability in your stride. Using our patented NEUROFIT+ shell technology, we’ve incorporated the highest-quality thermoformable materials to offer premium fit and an unmatched comfort in the elite-level category.,,999.99
3,,Ribcor 100K,,1,,The New CCM Ribcor 100K Pro Skate is uniquely engineered to help you maximize your agility on the ice. For the first time ever featuring CCM’s new one-piece boot flex technology in the Ribcor line, the entire skate is designed to increase your range of motion and optimize your performance. The flexmotion tongue, paired with a new flexible tendon guard will give you an unmatched feeling and the ability to move deeply into your strides and sharp turns,,1250.99
